t0	21/04/2016  17:04:53.439688
delta t	1.000000E-5

time	Y
21/04/2016  17:04:53.445388	-3.833008
21/04/2016  17:04:53.445398	-3.833008
21/04/2016  17:04:53.445408	-3.833008
21/04/2016  17:04:53.445418	-3.833008
21/04/2016  17:04:53.445428	-3.830566
21/04/2016  17:04:53.445438	-3.830566
21/04/2016  17:04:53.445448	-3.830566
21/04/2016  17:04:53.445458	-3.830566
21/04/2016  17:04:53.445468	-3.828125
21/04/2016  17:04:53.445478	-3.828125
21/04/2016  17:04:53.445488	-3.828125
21/04/2016  17:04:53.445498	-3.828125
21/04/2016  17:04:53.445508	-3.825684
21/04/2016  17:04:53.445518	-3.825684
21/04/2016  17:04:53.445528	-3.825684
21/04/2016  17:04:53.445538	-3.823242
21/04/2016  17:04:53.445548	-3.823242
21/04/2016  17:04:53.445558	-3.823242
21/04/2016  17:04:53.445568	-3.823242
21/04/2016  17:04:53.445578	-3.820801
21/04/2016  17:04:53.445588	-3.820801
21/04/2016  17:04:53.445598	-3.820801
21/04/2016  17:04:53.445608	-3.818359
21/04/2016  17:04:53.445618	-3.818359
21/04/2016  17:04:53.445628	-3.818359
21/04/2016  17:04:53.445638	-3.815918
21/04/2016  17:04:53.445648	-3.815918
21/04/2016  17:04:53.445658	-3.815918
21/04/2016  17:04:53.445668	-3.815918
21/04/2016  17:04:53.445678	-3.813477
21/04/2016  17:04:53.445688	-3.813477
21/04/2016  17:04:53.445698	-3.813477
21/04/2016  17:04:53.445708	-3.813477
21/04/2016  17:04:53.445718	-3.813477
21/04/2016  17:04:53.445728	-3.811035
21/04/2016  17:04:53.445738	-3.811035
21/04/2016  17:04:53.445748	-3.811035
21/04/2016  17:04:53.445758	-3.808594
21/04/2016  17:04:53.445768	-3.808594
21/04/2016  17:04:53.445778	-3.808594
21/04/2016  17:04:53.445788	-3.808594
21/04/2016  17:04:53.445798	-3.808594
21/04/2016  17:04:53.445808	-3.806152
21/04/2016  17:04:53.445818	-3.806152
21/04/2016  17:04:53.445828	-3.806152
21/04/2016  17:04:53.445838	-3.803711
21/04/2016  17:04:53.445848	-3.803711
21/04/2016  17:04:53.445858	-3.803711
21/04/2016  17:04:53.445868	-3.803711
21/04/2016  17:04:53.445878	-3.803711
21/04/2016  17:04:53.445888	-3.801270
21/04/2016  17:04:53.445898	-3.801270
21/04/2016  17:04:53.445908	-3.801270
21/04/2016  17:04:53.445918	-3.798828
21/04/2016  17:04:53.445928	-3.798828
21/04/2016  17:04:53.445938	-3.798828
21/04/2016  17:04:53.445948	-3.798828
21/04/2016  17:04:53.445958	-3.798828
21/04/2016  17:04:53.445968	-3.798828
