Time - Plot 0	Amplitude - Plot 0	
408	-0.060791	
409	-0.0725098	
410	-0.0849609	
411	-0.097168	
412	-0.108887	
413	-0.121094	
414	-0.133301	
415	-0.145752	
416	-0.157471	
417	-0.169434	
418	-0.181396	
419	-0.194092	
420	-0.205811	
421	-0.218018	
422	-0.230225	
423	-0.242676	
424	-0.254639	
425	-0.266113	
426	-0.278564	
427	-0.291016	
428	-0.302734	
429	-0.314697	
430	-0.326416	
431	-0.338623	
432	-0.35083	
433	-0.359131	
434	-0.347412	
435	-0.335693	
436	-0.32373	
437	-0.311279	
438	-0.299072	
439	-0.286865	
440	-0.275146	
441	-0.262939	
442	-0.250488	
443	-0.238525	
444	-0.226562	
445	-0.2146	
446	-0.202148	
447	-0.190186	
448	-0.178223	
449	-0.16626	
450	-0.154053	
451	-0.141846	
452	-0.129639	
453	-0.118164	
454	-0.105713	
455	-0.0932617	
456	-0.081543	
457	-0.0698242	
458	-0.0576172	
459	-0.0454102	
460	-0.0332031	
461	-0.0214844	
462	-0.00952148	
463	0.00268555	
464	0.0148926	
465	0.0266113	
466	0.0385742	
467	0.0507812	
468	0.0629883	
469	0.074707	
470	0.0866699	
471	0.0986328	
472	0.111084	
473	0.122803	
474	0.134521	
475	0.146729	
476	0.158936	
477	0.170654	
478	0.182617	
479	0.19458	
480	0.206787	
481	0.21875	
482	0.230469	
483	0.242187	
484	0.254639	
485	0.266846	
486	0.278564	
487	0.290039	
488	0.30249	
489	0.314209	
490	0.326416	
491	0.337891	
492	0.349854	
493	0.362305	
494	0.374023	
495	0.385498	
496	0.380371	
497	0.368896	
498	0.357178	
499	0.345215	
