Time - Plot 0	Amplitude - Plot 0	Time - Plot 1	Amplitude - Plot 1	Time - Plot 2	Amplitude - Plot 2	
342	-1.26465	342	-0.878906	342	1.19141	
343	-1.26465	343	-0.922852	343	1.25977	
344	-1.26465	344	-0.976562	344	1.31348	
345	-1.25488	345	-1.02051	345	1.3623	
346	-1.24512	346	-1.05957	346	1.39648	
347	-1.22559	347	-1.09863	347	1.42578	
348	-1.20117	348	-1.12793	348	1.43555	
349	-1.17188	349	-1.15723	349	1.41113	
350	-1.1377	350	-1.17676	350	1.40137	
351	-1.09863	351	-1.19629	351	1.3623	
352	-1.05957	352	-1.20605	352	1.31348	
353	-1.01074	353	-1.20605	353	1.25488	
354	-0.952148	354	-1.20605	354	1.18652	
355	-0.893555	355	-1.19629	355	1.09375	
356	-0.834961	356	-1.18164	356	1.00098	
357	-0.766602	357	-1.16699	357	0.908203	
358	-0.698242	358	-1.14746	358	0.795898	
359	-0.629883	359	-1.11816	359	0.693359	
360	-0.556641	360	-1.0791	360	0.585937	
361	-0.478516	361	-1.0498	361	0.483398	
362	-0.400391	362	-1.00586	362	0.371094	
363	-0.322266	363	-0.952148	363	0.283203	
364	-0.234375	364	-0.908203	364	0.180664	
365	-0.161133	365	-0.849609	365	0.102539	
366	-0.0683594	366	-0.791016	366	0.0244141	
367	0.00976562	367	-0.722656	367	-0.0390625	
368	0.0927734	368	-0.65918	368	-0.0927734	
369	0.170898	369	-0.59082	369	-0.131836	
370	0.258789	370	-0.522461	370	-0.161133	
371	0.336914	371	-0.444336	371	-0.175781	
372	0.410156	372	-0.366211	372	-0.161133	
373	0.488281	373	-0.292969	373	-0.15625	
374	0.566406	374	-0.205078	374	-0.12207	
